"SAQ CODE (IPC)/CODE SAQ (CIP)";"SUPPLIER NO/NO FOURNISSEUR";"OUTLET NO/NO SUCCURSALE";"CLIENT TYPE/TYPE CLIENT";"AD NO/NO DA";"YEAR/ANNÉE";"PERIOD/PÉRIODE";"WEEK/SEMAINE";"QTY OF BOTTLES/QTÉ BOUTEILLE";"AMOUNT/MONTANT"
"14347988";12420354;"33539";"02";0;2025;10;1;1;31.25
"14348956";8090001;"23002";"02";0;2025;10;1;4;167
"14348956";8090001;"23008";"02";0;2025;10;1;1;41.75
"14348956";8090001;"23010";"02";0;2025;10;1;1;41.75
"14348956";8090001;"23011";"02";0;2025;10;1;2;83.5
"14348956";8090001;"23021";"02";0;2025;10;1;3;125.25
"14348956";8090001;"23025";"02";0;2025;10;1;2;83.5
"14348956";8090001;"23026";"02";0;2025;10;1;2;83.5
"14348956";8090001;"23030";"02";0;2025;10;1;2;83.5
"14348956";8090001;"23032";"02";0;2025;10;1;3;125.25
"14348956";8090001;"23035";"02";0;2025;10;1;1;41.75
"14348956";8090001;"23036";"02";0;2025;10;1;1;41.75
"14348956";8090001;"23037";"02";0;2025;10;1;2;83.5
"14348956";8090001;"23040";"02";0;2025;10;1;8;334
"14348956";8090001;"23042";"02";0;2025;10;1;2;83.5
"14348956";8090001;"23045";"02";0;2025;10;1;6;250.5
"14348956";8090001;"23048";"02";0;2025;10;1;4;167
"14348956";8090001;"23050";"02";0;2025;10;1;1;41.75
"14348956";8090001;"23052";"02";0;2025;10;1;3;125.25
"14348956";8090001;"23053";"01";0;2025;10;1;2;83.5
"14348956";8090001;"23053";"02";0;2025;10;1;2;83.5
"14348956";8090001;"23054";"02";0;2025;10;1;3;125.25
"14348956";8090001;"23055";"02";0;2025;10;1;2;83.5
"14348956";8090001;"23056";"02";0;2025;10;1;3;125.25
"14348956";8090001;"23057";"02";0;2025;10;1;4;167
"14348956";8090001;"23058";"02";0;2025;10;1;4;167
"14348956";8090001;"23059";"02";0;2025;10;1;2;83.5
"14348956";8090001;"23060";"02";0;2025;10;1;5;208.75
"14348956";8090001;"23062";"02";0;2025;10;1;3;125.25
"14348956";8090001;"23063";"02";0;2025;10;1;2;83.5
"14348956";8090001;"23066";"02";0;2025;10;1;1;41.75
"14348956";8090001;"23067";"02";0;2025;10;1;5;208.75
"14348956";8090001;"23068";"02";0;2025;10;1;1;41.75
"14348956";8090001;"23069";"02";0;2025;10;1;1;41.75
"14348956";8090001;"23070";"02";0;2025;10;1;9;375.75
"14348956";8090001;"23073";"02";0;2025;10;1;1;41.75
"14348956";8090001;"23074";"02";0;2025;10;1;1;41.75
"14348956";8090001;"23075";"02";0;2025;10;1;1;41.75
"14348956";8090001;"23079";"02";0;2025;10;1;5;208.75
"14348956";8090001;"23080";"02";0;2025;10;1;1;41.75
"14348956";8090001;"23081";"02";0;2025;10;1;7;292.25
"14348956";8090001;"23082";"02";0;2025;10;1;2;83.5
"14348956";8090001;"23084";"02";0;2025;10;1;1;41.75
"14348956";8090001;"23088";"02";0;2025;10;1;3;125.25
"14348956";8090001;"23090";"02";0;2025;10;1;1;41.75
"14348956";8090001;"23091";"02";0;2025;10;1;4;167
"14348956";8090001;"23094";"02";0;2025;10;1;1;41.75
"14348956";8090001;"23095";"02";0;2025;10;1;5;208.75
"14348956";8090001;"23097";"02";0;2025;10;1;6;250.5
"14348956";8090001;"23098";"02";0;2025;10;1;2;83.5
"14348956";8090001;"23101";"02";0;2025;10;1;1;41.75
"14348956";8090001;"23102";"02";0;2025;10;1;5;208.75
"14348956";8090001;"23104";"02";0;2025;10;1;2;83.5
"14348956";8090001;"23105";"02";0;2025;10;1;1;41.75
"14348956";8090001;"23106";"02";0;2025;10;1;5;208.75
"14348956";8090001;"23108";"02";0;2025;10;1;1;41.75
"14348956";8090001;"23117";"01";0;2025;10;1;1;41.75
"14348956";8090001;"23119";"02";0;2025;10;1;4;167
"14348956";8090001;"23120";"02";0;2025;10;1;1;41.75
"14348956";8090001;"23121";"02";0;2025;10;1;1;41.75
"14348956";8090001;"23123";"02";0;2025;10;1;2;83.5
"14348956";8090001;"23124";"02";0;2025;10;1;1;41.75
"14348956";8090001;"23125";"02";0;2025;10;1;3;125.25
"14348956";8090001;"23128";"02";0;2025;10;1;7;292.25
"14348956";8090001;"23129";"02";0;2025;10;1;2;83.5
"14348956";8090001;"23131";"02";0;2025;10;1;3;125.25
"14348956";8090001;"23132";"02";0;2025;10;1;6;250.5
"14348956";8090001;"23136";"02";0;2025;10;1;3;125.25
"14348956";8090001;"23138";"02";0;2025;10;1;1;41.75
"14348956";8090001;"23140";"02";0;2025;10;1;2;83.5
"14348956";8090001;"23141";"02";0;2025;10;1;1;41.75
"14348956";8090001;"23142";"02";0;2025;10;1;1;41.75
"14348956";8090001;"23144";"01";0;2025;10;1;1;41.75
"14348956";8090001;"23144";"02";0;2025;10;1;11;459.25
"14348956";8090001;"23146";"02";0;2025;10;1;2;83.5
"14348956";8090001;"23148";"01";0;2025;10;1;2;83.5
"14348956";8090001;"23148";"02";0;2025;10;1;1;41.75
"14348956";8090001;"23150";"02";0;2025;10;1;1;41.75
"14348956";8090001;"23153";"02";0;2025;10;1;3;125.25
"14348956";8090001;"23155";"02";0;2025;10;1;1;41.75
"14348956";8090001;"23156";"02";0;2025;10;1;12;501
"14348956";8090001;"23158";"02";0;2025;10;1;6;250.5
"14348956";8090001;"23160";"02";0;2025;10;1;4;167
"14348956";8090001;"23162";"02";0;2025;10;1;3;125.25
"14348956";8090001;"23163";"02";0;2025;10;1;2;83.5
"14348956";8090001;"23165";"02";0;2025;10;1;3;125.25
"14348956";8090001;"23166";"02";0;2025;10;1;4;167
"14348956";8090001;"23169";"02";0;2025;10;1;2;83.5
"14348956";8090001;"23171";"02";0;2025;10;1;3;125.25
"14348956";8090001;"23176";"02";0;2025;10;1;2;83.5
"14348956";8090001;"23180";"02";0;2025;10;1;3;125.25
"14348956";8090001;"23181";"02";0;2025;10;1;4;167
"14348956";8090001;"23182";"02";0;2025;10;1;1;41.75
"14348956";8090001;"23183";"02";0;2025;10;1;6;250.5
"14348956";8090001;"23184";"02";0;2025;10;1;4;167
"14348956";8090001;"23185";"02";0;2025;10;1;5;208.75
"14348956";8090001;"23187";"02";0;2025;10;1;6;250.5
"14348956";8090001;"23188";"02";0;2025;10;1;2;83.5
"14348956";8090001;"23189";"02";0;2025;10;1;3;125.25
"14348956";8090001;"23191";"02";0;2025;10;1;3;125.25
"14348956";8090001;"23192";"02";0;2025;10;1;14;584.5
"14348956";8090001;"23193";"02";0;2025;10;1;2;83.5
"14348956";8090001;"23194";"02";0;2025;10;1;5;208.75
"14348956";8090001;"23196";"02";0;2025;10;1;3;125.25
"14348956";8090001;"23197";"02";0;2025;10;1;1;41.75
"14348956";8090001;"23198";"02";0;2025;10;1;2;83.5
"14348956";8090001;"23199";"02";0;2025;10;1;13;542.75
"14348956";8090001;"23200";"02";0;2025;10;1;2;83.5
"14348956";8090001;"23202";"02";0;2025;10;1;5;208.75
"14348956";8090001;"23203";"02";0;2025;10;1;5;208.75
"14348956";8090001;"23205";"02";0;2025;10;1;3;125.25
"14348956";8090001;"23207";"02";0;2025;10;1;4;167
"14348956";8090001;"23208";"02";0;2025;10;1;1;41.75
"14348956";8090001;"23209";"02";0;2025;10;1;3;125.25
"14348956";8090001;"23211";"02";0;2025;10;1;2;83.5
"14348956";8090001;"23212";"02";0;2025;10;1;3;125.25
"14348956";8090001;"23213";"02";0;2025;10;1;2;83.5
"14348956";8090001;"23214";"02";0;2025;10;1;4;167
"14348956";8090001;"23215";"02";0;2025;10;1;4;167
"14348956";8090001;"23216";"02";0;2025;10;1;7;292.25
"14348956";8090001;"23217";"02";0;2025;10;1;1;41.75
"14348956";8090001;"23219";"01";0;2025;10;1;1;41.75
"14348956";8090001;"23219";"02";0;2025;10;1;7;292.25
"14348956";8090001;"23220";"02";0;2025;10;1;2;83.5
"14348956";8090001;"23221";"02";0;2025;10;1;2;83.5
"14348956";8090001;"23222";"02";0;2025;10;1;1;41.75
"14348956";8090001;"23224";"02";0;2025;10;1;2;83.5
"14348956";8090001;"23228";"02";0;2025;10;1;1;41.75
"14348956";8090001;"23229";"02";0;2025;10;1;4;167
"14348956";8090001;"23230";"02";0;2025;10;1;3;125.25
"14348956";8090001;"23231";"02";0;2025;10;1;3;125.25
"14348956";8090001;"23234";"02";0;2025;10;1;2;83.5
"14348956";8090001;"23235";"02";0;2025;10;1;3;125.25
"14348956";8090001;"23239";"02";0;2025;10;1;1;41.75
"14348956";8090001;"23240";"02";0;2025;10;1;4;167
"14348956";8090001;"23243";"02";0;2025;10;1;3;125.25
"14348956";8090001;"23246";"02";0;2025;10;1;4;167
"14348956";8090001;"23247";"02";0;2025;10;1;1;41.75
"14348956";8090001;"23291";"02";0;2025;10;1;1;41.75
"14348956";8090001;"23301";"02";0;2025;10;1;2;83.5
"14348956";8090001;"23303";"02";0;2025;10;1;3;125.25
"14348956";8090001;"23304";"02";0;2025;10;1;1;41.75
"14348956";8090001;"23309";"02";0;2025;10;1;5;208.75
"14348956";8090001;"23311";"02";0;2025;10;1;3;125.25
"14348956";8090001;"23312";"02";0;2025;10;1;2;83.5
"14348956";8090001;"23325";"02";0;2025;10;1;1;41.75
"14348956";8090001;"23326";"02";0;2025;10;1;26;1085.5
"14348956";8090001;"23330";"02";0;2025;10;1;4;167
"14348956";8090001;"23331";"02";0;2025;10;1;3;125.25
"14348956";8090001;"23333";"02";0;2025;10;1;1;41.75
"14348956";8090001;"23334";"02";0;2025;10;1;5;208.75
"14348956";8090001;"23335";"02";0;2025;10;1;6;250.5
"14348956";8090001;"23337";"02";0;2025;10;1;2;83.5
"14348956";8090001;"23343";"02";0;2025;10;1;5;208.75
"14348956";8090001;"23344";"02";0;2025;10;1;1;41.75
"14348956";8090001;"23347";"02";0;2025;10;1;3;125.25
"14348956";8090001;"23348";"02";0;2025;10;1;3;125.25
"14348956";8090001;"23349";"02";0;2025;10;1;1;41.75
"14348956";8090001;"23356";"02";0;2025;10;1;1;41.75
"14348956";8090001;"23358";"02";0;2025;10;1;2;83.5
"14348956";8090001;"23361";"02";0;2025;10;1;4;167
"14348956";8090001;"23365";"02";0;2025;10;1;5;208.75
"14348956";8090001;"23366";"02";0;2025;10;1;1;41.75
"14348956";8090001;"23367";"02";0;2025;10;1;1;41.75
"14348956";8090001;"23368";"02";0;2025;10;1;3;125.25
"14348956";8090001;"23371";"02";0;2025;10;1;4;167
"14348956";8090001;"23380";"02";0;2025;10;1;1;41.75
"14348956";8090001;"23381";"02";0;2025;10;1;3;125.25
"14348956";8090001;"33501";"02";0;2025;10;1;4;167
"14348956";8090001;"33503";"02";0;2025;10;1;1;41.75
"14348956";8090001;"33504";"02";0;2025;10;1;1;41.75
"14348956";8090001;"33505";"01";0;2025;10;1;1;41.75
"14348956";8090001;"33505";"02";0;2025;10;1;3;125.25
"14348956";8090001;"33506";"02";0;2025;10;1;1;41.75
"14348956";8090001;"33507";"02";0;2025;10;1;3;125.25
"14348956";8090001;"33509";"02";0;2025;10;1;1;41.75
"14348956";8090001;"33510";"01";0;2025;10;1;3;125.24
"14348956";8090001;"33510";"02";0;2025;10;1;1;41.75
"14348956";8090001;"33511";"02";0;2025;10;1;5;208.75
"14348956";8090001;"33512";"02";0;2025;10;1;7;292.25
"14348956";8090001;"33513";"02";0;2025;10;1;3;125.25
"14348956";8090001;"33514";"02";0;2025;10;1;2;83.5
"14348956";8090001;"33515";"02";0;2025;10;1;3;125.25
"14348956";8090001;"33517";"02";0;2025;10;1;4;167
"14348956";8090001;"33518";"02";0;2025;10;1;4;167
"14348956";8090001;"33519";"02";0;2025;10;1;1;41.75
"14348956";8090001;"33520";"02";0;2025;10;1;5;208.75
"14348956";8090001;"33521";"02";0;2025;10;1;1;41.75
"14348956";8090001;"33524";"02";0;2025;10;1;5;208.75
"14348956";8090001;"33526";"02";0;2025;10;1;1;41.75
"14348956";8090001;"33528";"02";0;2025;10;1;2;83.5
"14348956";8090001;"33530";"02";0;2025;10;1;1;41.75
"14348956";8090001;"33531";"02";0;2025;10;1;1;41.75
"14348956";8090001;"33532";"02";0;2025;10;1;1;41.75
"14348956";8090001;"33534";"02";0;2025;10;1;4;167
"14348956";8090001;"33535";"02";0;2025;10;1;2;83.5
"14348956";8090001;"33536";"02";0;2025;10;1;3;125.25
"14348956";8090001;"33537";"02";0;2025;10;1;1;41.75
"14348956";8090001;"33539";"02";0;2025;10;1;5;208.75
"14348956";8090001;"33541";"02";0;2025;10;1;2;83.5
"14348956";8090001;"33543";"02";0;2025;10;1;1;41.75
"14348956";8090001;"33544";"02";0;2025;10;1;1;41.75
"14348956";8090001;"33545";"02";0;2025;10;1;2;83.5
"14348956";8090001;"33546";"02";0;2025;10;1;12;501
"14348956";8090001;"33547";"02";0;2025;10;1;1;41.75
"14348956";8090001;"33548";"02";0;2025;10;1;3;125.25
"14348956";8090001;"33549";"02";0;2025;10;1;1;41.75
"14348956";8090001;"33550";"02";0;2025;10;1;1;41.75
"14348956";8090001;"33551";"02";0;2025;10;1;2;83.5
"14348956";8090001;"33553";"02";0;2025;10;1;4;167
"14348956";8090001;"33556";"02";0;2025;10;1;1;41.75
"14348956";8090001;"33559";"02";0;2025;10;1;3;125.25
"14348956";8090001;"33561";"02";0;2025;10;1;13;542.75
"14348956";8090001;"33562";"02";0;2025;10;1;4;167
"14348956";8090001;"33564";"02";0;2025;10;1;4;167
"14348956";8090001;"33565";"02";0;2025;10;1;1;41.75
"14348956";8090001;"33566";"02";0;2025;10;1;6;250.5
"14348956";8090001;"33567";"02";0;2025;10;1;1;41.75
"14348956";8090001;"33568";"02";0;2025;10;1;1;41.75
"14348956";8090001;"33570";"02";0;2025;10;1;5;208.75
"14348956";8090001;"33571";"02";0;2025;10;1;3;125.25
"14348956";8090001;"33573";"02";0;2025;10;1;4;167
"14348956";8090001;"33574";"02";0;2025;10;1;3;125.25
"14348956";8090001;"33575";"01";0;2025;10;1;2;83.5
"14348956";8090001;"33575";"02";0;2025;10;1;2;83.5
"14348956";8090001;"33576";"02";0;2025;10;1;2;83.5
"14348956";8090001;"33582";"02";0;2025;10;1;10;417.5
"14348956";8090001;"33583";"02";0;2025;10;1;4;167
"14348956";8090001;"33585";"02";0;2025;10;1;9;375.75
"14348956";8090001;"33586";"02";0;2025;10;1;1;41.75
"14348956";8090001;"33589";"02";0;2025;10;1;1;41.75
"14348956";8090001;"33592";"02";0;2025;10;1;3;125.25
"14348956";8090001;"33594";"02";0;2025;10;1;2;83.5
"14348956";8090001;"33596";"02";0;2025;10;1;3;125.25
"14348956";8090001;"33599";"02";0;2025;10;1;3;125.25
"14348956";8090001;"33601";"02";0;2025;10;1;1;41.75
"14348956";8090001;"33604";"02";0;2025;10;1;1;41.75
"14348956";8090001;"33605";"02";0;2025;10;1;5;208.75
"14348956";8090001;"33606";"02";0;2025;10;1;2;83.5
"14348956";8090001;"33609";"02";0;2025;10;1;4;167
"14348956";8090001;"33611";"02";0;2025;10;1;6;250.5
"14348956";8090001;"33612";"02";0;2025;10;1;2;83.5
"14348956";8090001;"33614";"02";0;2025;10;1;1;41.75
"14348956";8090001;"33615";"02";0;2025;10;1;4;167
"14348956";8090001;"33616";"02";0;2025;10;1;1;41.75
"14348956";8090001;"33617";"02";0;2025;10;1;3;125.25
"14348956";8090001;"33618";"02";0;2025;10;1;1;41.75
"14348956";8090001;"33620";"02";0;2025;10;1;1;41.75
"14348956";8090001;"33622";"02";0;2025;10;1;3;125.25
"14348956";8090001;"33624";"02";0;2025;10;1;5;208.75
"14348956";8090001;"33625";"02";0;2025;10;1;1;41.75
"14348956";8090001;"33629";"02";0;2025;10;1;2;83.5
"14348956";8090001;"33633";"02";0;2025;10;1;1;41.75
"14348956";8090001;"33635";"02";0;2025;10;1;3;125.25
"14348956";8090001;"33638";"02";0;2025;10;1;1;41.75
"14348956";8090001;"33639";"02";0;2025;10;1;8;334
"14348956";8090001;"33692";"02";0;2025;10;1;2;83.5
"14348956";8090001;"33693";"02";0;2025;10;1;3;125.25
"14348956";8090001;"33694";"02";0;2025;10;1;3;125.25
"14348956";8090001;"33695";"02";0;2025;10;1;5;208.75
"14348956";8090001;"33852";"02";0;2025;10;1;1;41.75
"14348956";8090001;"33868";"02";0;2025;10;1;55;2296.25
"14348956";8090001;"CDM";"01";0;2025;10;1;10;417.47
"14348956";8090001;"CDQ";"01";0;2025;10;1;6;250.49
"14350280";16244002;"23002";"02";0;2025;10;1;2;71.5
"14350280";16244002;"23003";"02";0;2025;10;1;1;35.75
"14350280";16244002;"23004";"02";0;2025;10;1;2;71.5
"14350280";16244002;"23004";"99";0;2025;10;1;1;35.75
"14350280";16244002;"23011";"02";0;2025;10;1;3;107.25
"14350280";16244002;"23025";"02";0;2025;10;1;1;35.75
"14350280";16244002;"23037";"02";0;2025;10;1;5;178.75
"14350280";16244002;"23040";"02";0;2025;10;1;3;107.25
"14350280";16244002;"23041";"02";0;2025;10;1;4;143
"14350280";16244002;"23048";"02";0;2025;10;1;2;71.5
"14350280";16244002;"23052";"02";0;2025;10;1;2;71.5
"14350280";16244002;"23053";"02";0;2025;10;1;1;35.75
"14350280";16244002;"23061";"02";0;2025;10;1;1;35.75
"14350280";16244002;"23062";"02";0;2025;10;1;5;178.75
"14350280";16244002;"23065";"02";0;2025;10;1;2;71.5
"14350280";16244002;"23066";"02";0;2025;10;1;2;71.5
"14350280";16244002;"23069";"02";0;2025;10;1;1;35.75
"14350280";16244002;"23070";"02";0;2025;10;1;9;321.75
"14350280";16244002;"23077";"02";0;2025;10;1;1;35.75
"14350280";16244002;"23079";"02";0;2025;10;1;2;71.5
"14350280";16244002;"23080";"02";0;2025;10;1;2;71.5
"14350280";16244002;"23081";"02";0;2025;10;1;4;143
"14350280";16244002;"23087";"02";0;2025;10;1;1;35.75
"14350280";16244002;"23088";"02";0;2025;10;1;2;71.5
"14350280";16244002;"23090";"02";0;2025;10;1;2;71.5
"14350280";16244002;"23095";"02";0;2025;10;1;3;107.25
"14350280";16244002;"23098";"02";0;2025;10;1;1;35.75
"14350280";16244002;"23101";"02";0;2025;10;1;2;71.5
"14350280";16244002;"23102";"02";0;2025;10;1;2;71.5
"14350280";16244002;"23104";"02";0;2025;10;1;4;143
"14350280";16244002;"23107";"02";0;2025;10;1;2;71.5
"14350280";16244002;"23110";"02";0;2025;10;1;1;35.75
"14350280";16244002;"23118";"02";0;2025;10;1;3;107.25
"14350280";16244002;"23119";"02";0;2025;10;1;2;71.5
"14350280";16244002;"23120";"02";0;2025;10;1;4;143
"14350280";16244002;"23123";"02";0;2025;10;1;1;35.75
"14350280";16244002;"23125";"02";0;2025;10;1;3;107.25
"14350280";16244002;"23128";"02";0;2025;10;1;1;35.75
"14350280";16244002;"23129";"02";0;2025;10;1;2;71.5
"14350280";16244002;"23139";"02";0;2025;10;1;1;35.75
"14350280";16244002;"23141";"02";0;2025;10;1;3;107.25
"14350280";16244002;"23148";"01";0;2025;10;1;10;356.42
"14350280";16244002;"23148";"02";0;2025;10;1;7;250.25
"14350280";16244002;"23152";"02";0;2025;10;1;2;71.5
"14350280";16244002;"23158";"02";0;2025;10;1;5;178.75
"14350280";16244002;"23158";"99";0;2025;10;1;1;35.75
"14350280";16244002;"23162";"02";0;2025;10;1;3;107.25
"14350280";16244002;"23165";"02";0;2025;10;1;2;71.5
"14350280";16244002;"23171";"02";0;2025;10;1;2;71.5
"14350280";16244002;"23173";"02";0;2025;10;1;3;107.25
"14350280";16244002;"23174";"02";0;2025;10;1;1;35.75
"14350280";16244002;"23180";"02";0;2025;10;1;2;71.5
"14350280";16244002;"23183";"02";0;2025;10;1;6;214.5
"14350280";16244002;"23187";"01";0;2025;10;1;1;35.64
"14350280";16244002;"23187";"02";0;2025;10;1;5;178.75
"14350280";16244002;"23192";"02";0;2025;10;1;8;286
"14350280";16244002;"23194";"02";0;2025;10;1;6;214.5
"14350280";16244002;"23196";"01";0;2025;10;1;1;35.64
"14350280";16244002;"23196";"02";0;2025;10;1;2;71.5
"14350280";16244002;"23196";"99";0;2025;10;1;1;35.75
"14350280";16244002;"23198";"02";0;2025;10;1;2;71.5
"14350280";16244002;"23199";"02";0;2025;10;1;11;393.25
"14350280";16244002;"23202";"02";0;2025;10;1;3;107.25
"14350280";16244002;"23209";"02";0;2025;10;1;3;107.25
"14350280";16244002;"23210";"02";0;2025;10;1;3;107.25
"14350280";16244002;"23211";"02";0;2025;10;1;1;35.75
"14350280";16244002;"23215";"02";0;2025;10;1;3;107.25
"14350280";16244002;"23220";"02";0;2025;10;1;1;35.75
"14350280";16244002;"23222";"02";0;2025;10;1;3;107.25
"14350280";16244002;"23226";"02";0;2025;10;1;4;143
"14350280";16244002;"23229";"02";0;2025;10;1;3;107.25
"14350280";16244002;"23230";"02";0;2025;10;1;2;71.5
"14350280";16244002;"23233";"02";0;2025;10;1;2;71.5
"14350280";16244002;"23234";"02";0;2025;10;1;1;35.75
"14350280";16244002;"23235";"02";0;2025;10;1;1;35.75
"14350280";16244002;"23243";"02";0;2025;10;1;3;107.25
"14350280";16244002;"23246";"02";0;2025;10;1;1;35.75
"14350280";16244002;"23291";"02";0;2025;10;1;1;35.75
"14350280";16244002;"23303";"02";0;2025;10;1;2;71.5
"14350280";16244002;"23309";"02";0;2025;10;1;4;143
"14350280";16244002;"23324";"02";0;2025;10;1;1;35.75
"14350280";16244002;"23329";"02";0;2025;10;1;2;71.5
"14350280";16244002;"23334";"02";0;2025;10;1;3;107.25
"14350280";16244002;"23347";"02";0;2025;10;1;3;107.25
"14350280";16244002;"23348";"02";0;2025;10;1;1;35.75
"14350280";16244002;"23358";"02";0;2025;10;1;1;35.75
"14350280";16244002;"23359";"02";0;2025;10;1;2;71.5
"14350280";16244002;"23366";"02";0;2025;10;1;2;71.5
"14350280";16244002;"23367";"02";0;2025;10;1;1;35.75
"14350280";16244002;"23380";"02";0;2025;10;1;1;35.75
"14350280";16244002;"23381";"02";0;2025;10;1;1;35.75
"14350280";16244002;"23385";"01";0;2025;10;1;1;35.64
"14350280";16244002;"23390";"01";0;2025;10;1;1;35.64
"14350280";16244002;"33501";"02";0;2025;10;1;1;35.75
"14350280";16244002;"33503";"02";0;2025;10;1;3;107.25
"14350280";16244002;"33505";"02";0;2025;10;1;8;286
"14350280";16244002;"33506";"02";0;2025;10;1;5;178.75
"14350280";16244002;"33507";"02";0;2025;10;1;4;143
"14350280";16244002;"33508";"02";0;2025;10;1;3;107.25
"14350280";16244002;"33509";"02";0;2025;10;1;1;35.75
"14350280";16244002;"33510";"01";0;2025;10;1;1;35.64
"14350280";16244002;"33510";"02";0;2025;10;1;5;178.75
"14350280";16244002;"33511";"01";0;2025;10;1;3;106.93
"14350280";16244002;"33511";"02";0;2025;10;1;19;679.25
"14350280";16244002;"33512";"01";0;2025;10;1;4;142.57
"14350280";16244002;"33512";"02";0;2025;10;1;11;393.25
"14350280";16244002;"33513";"02";0;2025;10;1;13;464.75
"14350280";16244002;"33514";"02";0;2025;10;1;1;35.75
"14350280";16244002;"33518";"02";0;2025;10;1;5;178.75
"14350280";16244002;"33523";"01";0;2025;10;1;2;71.29
"14350280";16244002;"33523";"02";0;2025;10;1;2;71.5
"14350280";16244002;"33527";"01";0;2025;10;1;1;35.64
"14350280";16244002;"33527";"02";0;2025;10;1;2;71.5
"14350280";16244002;"33528";"02";0;2025;10;1;1;35.75
"14350280";16244002;"33530";"01";0;2025;10;1;1;35.64
"14350280";16244002;"33531";"02";0;2025;10;1;1;35.75
"14350280";16244002;"33534";"02";0;2025;10;1;6;214.5
"14350280";16244002;"33536";"02";0;2025;10;1;4;143
"14350280";16244002;"33538";"02";0;2025;10;1;3;107.25
"14350280";16244002;"33539";"02";0;2025;10;1;4;143
"14350280";16244002;"33540";"01";0;2025;10;1;2;71.29
"14350280";16244002;"33540";"02";0;2025;10;1;3;107.25
"14350280";16244002;"33540";"20";0;2025;10;1;12;423.36
"14350280";16244002;"33541";"01";0;2025;10;1;1;35.64
"14350280";16244002;"33541";"02";0;2025;10;1;1;35.75
"14350280";16244002;"33543";"02";0;2025;10;1;5;178.75
"14350280";16244002;"33546";"02";0;2025;10;1;9;321.75
"14350280";16244002;"33547";"02";0;2025;10;1;3;107.25
"14350280";16244002;"33548";"02";0;2025;10;1;8;286
"14350280";16244002;"33549";"01";0;2025;10;1;1;35.64
"14350280";16244002;"33549";"02";0;2025;10;1;2;71.5
"14350280";16244002;"33550";"02";0;2025;10;1;1;35.75
"14350280";16244002;"33553";"02";0;2025;10;1;11;393.25
"14350280";16244002;"33554";"02";0;2025;10;1;1;35.75
"14350280";16244002;"33557";"02";0;2025;10;1;2;71.5
"14350280";16244002;"33559";"02";0;2025;10;1;2;71.5
"14350280";16244002;"33561";"02";0;2025;10;1;4;143
"14350280";16244002;"33562";"02";0;2025;10;1;3;107.25
"14350280";16244002;"33564";"02";0;2025;10;1;3;107.25
"14350280";16244002;"33566";"02";0;2025;10;1;2;71.5
"14350280";16244002;"33568";"02";0;2025;10;1;1;35.75
"14350280";16244002;"33569";"20";0;2025;10;1;12;423.36
"14350280";16244002;"33570";"02";0;2025;10;1;1;35.75
"14350280";16244002;"33571";"02";0;2025;10;1;1;35.75
"14350280";16244002;"33574";"02";0;2025;10;1;8;286
"14350280";16244002;"33575";"02";0;2025;10;1;1;35.75
"14350280";16244002;"33576";"02";0;2025;10;1;4;143
"14350280";16244002;"33577";"02";0;2025;10;1;4;143
"14350280";16244002;"33581";"02";0;2025;10;1;2;71.5
"14350280";16244002;"33585";"02";0;2025;10;1;5;178.75
"14350280";16244002;"33585";"99";0;2025;10;1;1;35.75
"14350280";16244002;"33587";"01";0;2025;10;1;1;35.64
"14350280";16244002;"33587";"02";0;2025;10;1;2;71.5
"14350280";16244002;"33589";"02";0;2025;10;1;1;35.75
"14350280";16244002;"33590";"02";0;2025;10;1;3;107.25
"14350280";16244002;"33604";"02";0;2025;10;1;2;71.5
"14350280";16244002;"33605";"02";0;2025;10;1;1;35.75
"14350280";16244002;"33606";"02";0;2025;10;1;1;35.75
"14350280";16244002;"33608";"01";0;2025;10;1;1;35.64
"14350280";16244002;"33609";"02";0;2025;10;1;9;321.75
"14350280";16244002;"33611";"02";0;2025;10;1;9;321.75
"14350280";16244002;"33612";"02";0;2025;10;1;2;71.5
"14350280";16244002;"33615";"02";0;2025;10;1;1;35.75
"14350280";16244002;"33617";"02";0;2025;10;1;1;35.75
"14350280";16244002;"33618";"02";0;2025;10;1;1;35.75
"14350280";16244002;"33620";"02";0;2025;10;1;1;35.75
"14350280";16244002;"33624";"02";0;2025;10;1;2;71.5
"14350280";16244002;"33629";"02";0;2025;10;1;2;71.5
"14350280";16244002;"33632";"02";0;2025;10;1;12;429
"14350280";16244002;"33633";"02";0;2025;10;1;3;107.25
"14350280";16244002;"33635";"02";0;2025;10;1;6;214.5
"14350280";16244002;"33639";"02";0;2025;10;1;1;35.75
"14350280";16244002;"33692";"02";0;2025;10;1;3;107.25
"14350280";16244002;"33694";"02";0;2025;10;1;5;178.75
"14350280";16244002;"33695";"02";0;2025;10;1;3;107.25
"14350280";16244002;"33852";"02";0;2025;10;1;1;35.75
"14350280";16244002;"33854";"02";0;2025;10;1;2;71.5
"14350280";16244002;"33859";"02";0;2025;10;1;2;71.5
"14350280";16244002;"33860";"02";0;2025;10;1;1;35.75
"14350280";16244002;"CDM";"01";0;2025;10;1;19;677.2
"14350280";16244002;"CDQ";"01";0;2025;10;1;6;213.85
"14350933";16244002;"23002";"99";0;2025;10;1;1;29.5
"14350933";16244002;"23057";"02";0;2025;10;1;1;29.5
"14350933";16244002;"23070";"01";0;2025;10;1;1;29.5
